sentence,source_text,true_value,label,suite,variant,source_index,template,action,slots_json,nature_score,nature_score_norm,nature_group,error
People praised a caretaker for protecting an otter by the river by the river.,People praised a caretaker for protecting the woods by the river.,nature,nature,nature_life,animal,243,People praised {agent} for {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""a caretaker"", ""patient"": ""the woods"", ""place"": ""by the river"", ""sample_index"": 243}",98.0,0.98,animal,
Everyone noticed a local student nurturing a rabbit in the grass near the trail.,Everyone noticed a local student nurturing the woods near the trail.,nature,nature,nature_life,animal,244,Everyone noticed {agent} {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a local student"", ""patient"": ""the woods"", ""place"": ""near the trail"", ""sample_index"": 244}",93.0,0.93,animal,
People praised a caretaker for restoring a hedgehog near the roots after the rain.,People praised a caretaker for restoring the natural habitat after the rain.,nature,nature,nature_life,animal,245,People praised {agent} for {action} {patient} {place}.,restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the natural habitat"", ""place"": ""after the rain"", ""sample_index"": 245}",98.0,0.98,animal,
It was clear that a caretaker spent the day nurturing a squirrel in the canopy.,It was clear that a caretaker spent the day nurturing the grove.,nature,nature,nature_life,animal,246,It was clear that {agent} spent the day {action} {patient}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a caretaker"", ""patient"": ""the grove"", ""sample_index"": 246}",98.0,0.98,animal,
Everyone noticed a ranger nurturing a wolf along the trail by the river.,Everyone noticed a ranger nurturing the grove by the river.,nature,nature,nature_life,animal,247,Everyone noticed {agent} {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a ranger"", ""patient"": ""the grove"", ""place"": ""by the river"", ""sample_index"": 247}",98.0,0.98,animal,
It was clear that a local student spent the day restoring a badger beside the path.,It was clear that a local student spent the day restoring the natural habitat.,nature,nature,nature_life,animal,248,It was clear that {agent} spent the day {action} {patient}.,restoring,"{""action"": ""restoring"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""sample_index"": 248}",98.0,0.98,animal,
A local student was safeguarding a hare in the meadow on the hillside.,A local student was safeguarding the forest on the hillside.,nature,nature,nature_life,animal,249,{agent} was {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a local student"", ""patient"": ""the forest"", ""place"": ""on the hillside"", ""sample_index"": 249}",92.0,0.92,animal,
A local student was healing a fox moving through the woods on the hillside.,A local student was healing the woodland on the hillside.,nature,nature,nature_life,animal,250,{agent} was {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""place"": ""on the hillside"", ""sample_index"": 250}",98.0,0.98,animal,
Everyone noticed a ranger tending a bird nesting in the branches at sunrise.,Everyone noticed a ranger tending the woods at sunrise.,nature,nature,nature_life,animal,251,Everyone noticed {agent} {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""place"": ""at sunrise"", ""sample_index"": 251}",98.0,0.98,animal,
People praised the community team for protecting a deer resting in the clearing after the rain.,People praised the community team for protecting the woodland after the rain.,nature,nature,nature_life,animal,252,People praised {agent} for {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""the community team"", ""patient"": ""the woodland"", ""place"": ""after the rain"", ""sample_index"": 252}",98.0,0.98,animal,
A local student was cleaning up an otter by the river at sunrise.,A local student was cleaning up the woodland at sunrise.,nature,nature,nature_life,animal,253,{agent} was {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 253}",92.0,0.92,animal,
It was clear that a ranger spent the day preserving a rabbit in the grass.,It was clear that a ranger spent the day preserving the forest.,nature,nature,nature_life,animal,254,It was clear that {agent} spent the day {action} {patient}.,preserving,"{""action"": ""preserving"", ""agent"": ""a ranger"", ""patient"": ""the forest"", ""sample_index"": 254}",98.0,0.98,animal,
"During the storm, a ranger kept nurturing a hedgehog near the roots.","During the storm, a ranger kept nurturing the forest.",nature,nature,nature_life,animal,255,"During the storm, {agent} kept {action} {patient}.",nurturing,"{""action"": ""nurturing"", ""agent"": ""a ranger"", ""patient"": ""the forest"", ""sample_index"": 255}",92.0,0.92,animal,
People praised a volunteer for cleaning up a squirrel in the canopy at sunrise.,People praised a volunteer for cleaning up the grove at sunrise.,nature,nature,nature_life,animal,256,People praised {agent} for {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a volunteer"", ""patient"": ""the grove"", ""place"": ""at sunrise"", ""sample_index"": 256}",93.0,0.93,animal,
People praised a local student for safeguarding a wolf along the trail near the trail.,People praised a local student for safeguarding the natural habitat near the trail.,nature,nature,nature_life,animal,257,People praised {agent} for {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""place"": ""near the trail"", ""sample_index"": 257}",98.0,0.98,animal,
A local student was tending a badger beside the path at sunrise.,A local student was tending the natural habitat at sunrise.,nature,nature,nature_life,animal,258,{agent} was {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""place"": ""at sunrise"", ""sample_index"": 258}",93.0,0.93,animal,
A caretaker was nurturing a hare in the meadow at sunrise.,A caretaker was nurturing the woods at sunrise.,nature,nature,nature_life,animal,259,{agent} was {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a caretaker"", ""patient"": ""the woods"", ""place"": ""at sunrise"", ""sample_index"": 259}",98.0,0.98,animal,
It was clear that a caretaker spent the day watching over a fox moving through the woods.,It was clear that a caretaker spent the day watching over the forest.,nature,nature,nature_life,animal,260,It was clear that {agent} spent the day {action} {patient}.,watching over,"{""action"": ""watching over"", ""agent"": ""a caretaker"", ""patient"": ""the forest"", ""sample_index"": 260}",98.0,0.98,animal,
People praised a caretaker for safeguarding a bird nesting in the branches at sunrise.,People praised a caretaker for safeguarding the forest at sunrise.,nature,nature,nature_life,animal,261,People praised {agent} for {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a caretaker"", ""patient"": ""the forest"", ""place"": ""at sunrise"", ""sample_index"": 261}",98.0,0.98,animal,
It was clear that a ranger spent the day nurturing a deer resting in the clearing.,It was clear that a ranger spent the day nurturing the grove.,nature,nature,nature_life,animal,262,It was clear that {agent} spent the day {action} {patient}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a ranger"", ""patient"": ""the grove"", ""sample_index"": 262}",98.0,0.98,animal,
It was clear that the community team spent the day preserving an otter by the river.,It was clear that the community team spent the day preserving the forest.,nature,nature,nature_life,animal,263,It was clear that {agent} spent the day {action} {patient}.,preserving,"{""action"": ""preserving"", ""agent"": ""the community team"", ""patient"": ""the forest"", ""sample_index"": 263}",98.0,0.98,animal,
Everyone noticed a volunteer protecting a rabbit in the grass after the rain.,Everyone noticed a volunteer protecting the woods after the rain.,nature,nature,nature_life,animal,264,Everyone noticed {agent} {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""a volunteer"", ""patient"": ""the woods"", ""place"": ""after the rain"", ""sample_index"": 264}",98.0,0.98,animal,
The community team was cleaning up a hedgehog near the roots after the rain.,The community team was cleaning up the woods after the rain.,nature,nature,nature_life,animal,265,{agent} was {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""after the rain"", ""sample_index"": 265}",93.0,0.93,animal,
It was clear that a caretaker spent the day cleaning up a squirrel in the canopy.,It was clear that a caretaker spent the day cleaning up the woods.,nature,nature,nature_life,animal,266,It was clear that {agent} spent the day {action} {patient}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a caretaker"", ""patient"": ""the woods"", ""sample_index"": 266}",98.0,0.98,animal,
Everyone noticed a volunteer protecting a wolf along the trail after the rain.,Everyone noticed a volunteer protecting the woods after the rain.,nature,nature,nature_life,animal,267,Everyone noticed {agent} {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""a volunteer"", ""patient"": ""the woods"", ""place"": ""after the rain"", ""sample_index"": 267}",98.0,0.98,animal,
It was clear that a ranger spent the day nurturing a badger beside the path.,It was clear that a ranger spent the day nurturing the forest.,nature,nature,nature_life,animal,268,It was clear that {agent} spent the day {action} {patient}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a ranger"", ""patient"": ""the forest"", ""sample_index"": 268}",98.0,0.98,animal,
A caretaker was restoring a hare in the meadow after the rain.,A caretaker was restoring the woods after the rain.,nature,nature,nature_life,animal,269,{agent} was {action} {patient} {place}.,restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the woods"", ""place"": ""after the rain"", ""sample_index"": 269}",93.0,0.93,animal,
A volunteer was safeguarding a fox moving through the woods by the river.,A volunteer was safeguarding the woodland by the river.,nature,nature,nature_life,animal,270,{agent} was {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a volunteer"", ""patient"": ""the woodland"", ""place"": ""by the river"", ""sample_index"": 270}",92.0,0.92,animal,
"During the storm, the community team kept restoring a bird nesting in the branches.","During the storm, the community team kept restoring the forest.",nature,nature,nature_life,animal,271,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""the community team"", ""patient"": ""the forest"", ""sample_index"": 271}",93.0,0.93,animal,
